fichier,résultat
CdS-b1-00o4,positif
CdS-b1-00mu,positif
CdS-b1-00ol,neutral
CdS-b1-00n1,neutral
CdS-b1-00og,positif
CdS-b1-00pz,positif
CdS-b1-00q1,neutral
CdS-b1-00on,neutral
CdS-b1-00os,positif
CdS-b1-00pu,neutral
CdS-b1-00oz,neutral
CdS-b1-00q6,positif
CdS-b1-00qi,positif
CdS-b1-00qu,neutral
CdS-b1-00qw,positif
CdS-b1-00rc,positif
CdS-b1-00r7,négatif
CdS-b1-00qp,positif
CdS-b1-00qd,neutral
CdS-b1-00re,positif
CdS-b1-00s7,positif
CdS-b1-00sx,positif
CdS-b1-00sq,positif
CdS-b1-00ss,positif
CdS-b1-00rq,positif
CdS-b1-00rv,neutral
CdS-b1-00s2,positif
CdS-b1-00se,négatif
CdS-b1-00sl,neutral
CdS-b1-00u5,positif
CdS-b1-00u7,neutral
CdS-b1-00t5,positif
CdS-b1-00u0,neutral
CdS-b1-00ta,positif
CdS-b1-00tc,positif
CdS-b1-00uj,neutral
CdS-b1-00tt,neutral
CdS-b1-00uc,positif
CdS-b1-00to,neutral
CdS-b1-00w2,positif
CdS-b1-00w4,négatif
CdS-b1-00vk,positif
CdS-b1-00vp,neutral
CdS-b1-00w9,positif
CdS-b1-00vx,positif
CdS-b1-00v7,positif
CdS-b1-00uv,négatif
CdS-b1-0169,positif
CdS-b1-00zo,négatif
CdS-b1-012i,neutral
CdS-b1-011f,positif
CdS-b1-018z,neutral
CdS-b1-0191,neutral
CdS-b1-0196,positif
CdS-b1-019e,positif
CdS-b1-019x,neutral
CdS-b1-01b4,positif
CdS-b1-019q,positif
CdS-b1-01ax,positif
CdS-b1-01az,positif
CdS-b1-01al,neutral
CdS-b1-01a4,neutral
CdS-b1-01as,positif
CdS-b1-01ch,positif
CdS-b1-01bb,positif
CdS-b1-01bg,positif
CdS-b1-01co,positif
CdS-b1-01bi,positif
CdS-b1-01dg,positif
CdS-b1-01ds,positif
CdS-b1-01dy,positif
CdS-b1-01d9,positif
CdS-b1-01db,positif
CdS-b1-01cx,positif
CdS-b1-01d4,positif
CdS-b1-01dn,positif
CdS-b1-01em,positif
CdS-b1-01e3,positif
CdS-b1-01e5,positif
CdS-b1-01ea,positif
CdS-b1-01f1,positif
CdS-b1-01eu,positif
CdS-b1-01f6,positif
CdS-b1-01f8,positif
CdS-b1-01eh,positif
CdS-b1-01fd,positif
CdS-b1-01g1,positif
CdS-b1-01g3,positif
CdS-b1-01fp,positif
CdS-b1-01gi,positif
CdS-b1-01gn,neutral
CdS-b1-01ha,positif
CdS-b1-01hb,neutral
CdS-b1-01hg,positif
CdS-b1-01h5,neutral
CdS-b1-01gy,neutral
CdS-b1-01i4,négatif
CdS-b1-01i6,neutral
CdS-b1-01in,neutral
CdS-b1-01ip,négatif
CdS-b1-01hz,négatif
CdS-b1-01hn,neutral
CdS-b1-01hs,neutral
CdS-b1-01j1,neutral
CdS-b1-01iu,négatif
CdS-b1-01ib,neutral
CdS-b1-01ii,positif
CdS-b1-01kx,positif
CdS-b1-01l9,positif
CdS-b1-01n5,positif
CdS-b1-01pq,neutral
CdS-b1-01pb,positif
CdS-b1-01qk,négatif
CdS-b1-01qi,neutral
CdS-b1-01qw,neutral
CdS-b1-01qp,neutral
CdS-b1-01qd,neutral
CdS-b1-01r1,neutral
CdS-b1-01r8,neutral
CdS-b1-01sn,positif
CdS-b1-01rk,positif
CdS-b1-01si,positif
CdS-b1-01sb,positif
CdS-b1-01s3,neutral
CdS-b1-01rf,négatif
CdS-b1-01tu,neutral
CdS-b1-01tw,neutral
CdS-b1-01sz,positif
CdS-b1-01t1,positif
CdS-b1-01u8,positif
CdS-b1-01ti,positif
CdS-b1-01tp,négatif
CdS-b1-01td,positif
CdS-b1-01su,négatif
CdS-b1-01t6,négatif
CdS-b1-01u1,positif
CdS-b1-01ud,positif
CdS-b1-01vg,positif
CdS-b1-01vb,positif
CdS-b1-01uz,positif
CdS-b1-01uk,négatif
CdS-b1-01ur,neutral
CdS-b1-027l,positif
CdS-b1-028s,positif
CdS-b1-02ho,positif
CdS-b1-02vx,neutral
CdS-b1-02w2,neutral
CdS-b1-02w9,neutral
CdS-b1-02vq,positif
CdS-b1-02xt,positif
CdS-b1-02wz,négatif
CdS-b1-02x2,neutral
CdS-b1-02xl,négatif
CdS-b1-02wg,positif
CdS-b1-02ws,neutral
CdS-b1-02wx,positif
CdS-b1-02wl,neutral
CdS-b1-02we,positif
CdS-b1-02xe,positif
CdS-b1-02x9,neutral
CdS-b1-02yv,positif
CdS-b1-02z0,positif
CdS-b1-02yh,neutral
CdS-b1-02ya,négatif
CdS-b1-02xy,positif
CdS-b1-02y5,positif
CdS-b1-02yo,négatif
CdS-b1-02yt,positif
CdS-b1-02yc,positif
CdS-b1-02zo,positif
CdS-b1-02zq,neutral
CdS-b1-02z7,négatif
CdS-b1-0309,positif
CdS-b1-02zc,neutral
CdS-b1-030k,positif
CdS-b1-031i,positif
CdS-b1-0316,positif
CdS-b1-030e,neutral
CdS-b1-030w,positif
CdS-b1-030p,positif
CdS-b1-032d,positif
CdS-b1-032f,neutral
CdS-b1-0328,neutral
CdS-b1-0338,positif
CdS-b1-0355,positif
CdS-b1-0350,positif
CdS-b1-03ga,positif
CdS-b1-03gf,positif
CdS-b1-03gm,positif
CdS-b1-03hn,neutral
CdS-b1-03hp,neutral
CdS-b1-03gr,positif
CdS-b1-03i1,positif
CdS-b1-03h3,négatif
CdS-b1-03h6,neutral
CdS-b1-03hu,positif
CdS-b1-03ip,positif
CdS-b1-03iw,positif
CdS-b1-03i6,positif
CdS-b1-03i8,positif
CdS-b1-03id,positif
CdS-b1-03ik,neutral
CdS-b1-03jf,négatif
CdS-b1-03j3,négatif
CdS-b1-03j8,négatif
CdS-b1-03jk,positif
CdS-b1-03jm,négatif
CdS-b1-03k6,neutral
CdS-b1-03kz,négatif
CdS-b1-03l1,neutral
CdS-b1-03jr,positif
CdS-b1-03kn,neutral
CdS-b1-03jz,positif
CdS-b1-03ki,positif
CdS-b1-03kb,positif
CdS-b1-03ku,négatif
CdS-b1-03lp,positif
CdS-b1-03lw,positif
CdS-b1-03l6,positif
CdS-b1-03qg,neutral
CdS-b1-03t0,neutral
CdS-b1-03ug,positif
CdS-b1-03ul,positif
CdS-b1-03te,positif
CdS-b1-03vc,négatif
CdS-b1-0402,positif
CdS-b1-040m,neutral
CdS-b1-043e,neutral
CdS-b1-048v,neutral
CdS-b1-047s,neutral
CdS-b1-047x,neutral
CdS-b1-04dn,positif
CdS-b1-04tl,négatif
CdS-b1-04wq,positif
CdS-b1-04vj,positif
CdS-b1-053v,positif
CdS-b1-053q,neutral
CdS-b1-053j,négatif
CdS-b1-055p,positif
CdS-b1-055k,positif
CdS-b1-056l,positif
CdS-b1-0576,positif
CdS-b1-0592,neutral
CdS-b1-05ag,positif
CdS-b1-05al,neutral
CdS-b1-05a9,neutral
CdS-b1-05d5,positif
CdS-b1-05el,neutral
CdS-b1-05ee,positif
CdS-b1-05ip,neutral
CdS-b1-05hp,positif
CdS-b1-05i8,neutral
CdS-b1-05ik,neutral
CdS-b1-05ki,positif
CdS-b1-05ml,positif
CdS-b1-05qh,positif
CdS-b1-05rt,positif
CdS-b1-05ta,positif
CdS-b1-05sr,positif
CdS-b1-05u8,neutral
CdS-b1-05vs,neutral
CdS-b1-060e,neutral
CdS-b1-0624,positif
CdS-b1-067s,positif
CdS-b1-06a7,positif
CdS-b1-06a9,positif
CdS-b1-06ax,positif
CdS-b1-06ae,positif
CdS-b1-06c4,positif
CdS-b1-06c6,négatif
CdS-b1-06cb,positif
CdS-b1-06bb,neutral
CdS-b1-06bg,neutral
CdS-b1-06bz,positif
CdS-b1-06ci,positif
CdS-b1-06b4,négatif
CdS-b1-06bn,négatif
CdS-b1-06b9,positif
CdS-b1-06d6,positif
CdS-b1-06di,positif
CdS-b1-06cn,négatif
CdS-b1-06cp,positif
CdS-b1-06dd,positif
CdS-b1-06lv,positif
CdS-b1-07tj,positif
CdS-b1-0808,neutral
CdS-b1-081m,positif
CdS-b1-081o,positif
CdS-b1-0820,neutral
CdS-b1-081t,positif
CdS-b1-0819,positif
CdS-b1-082h,positif
CdS-b1-082c,positif
CdS-b1-0837,positif
CdS-b1-0832,positif
CdS-b1-0830,positif
CdS-b1-08dr,négatif
CdS-b1-08de,neutral
CdS-b1-08f6,positif
CdS-b1-08er,positif
CdS-b1-08ey,négatif
CdS-b1-08fi,neutral
CdS-b1-08fw,neutral
CdS-b1-08h5,neutral
CdS-b1-08jh,neutral
CdS-b1-08jm,neutral
CdS-b1-002h,positif
CdS-b1-0068,positif
CdS-b1-006d,positif
CdS-b1-004h,positif
CdS-b1-004f,négatif
CdS-b1-005c,positif
CdS-b1-03hi,positif
CdS-b1-002w,positif
CdS-b1-005k,positif
CdS-b1-003h,neutral
CdS-b1-009f,neutral
CdS-b1-00op,positif
CdS-b1-00xh,neutral
CdS-b1-00xn,neutral
CdS-b1-00xz,neutral
CdS-b1-00y4,neutral
CdS-b1-00yb,positif
CdS-b1-00yg,négatif
CdS-b1-00yj,positif
CdS-b1-00yo,négatif
CdS-b1-00x7,positif
CdS-b1-00xa,neutral
CdS-b1-0109,négatif
CdS-b1-010e,négatif
CdS-b1-010g,négatif
CdS-b1-010l,négatif
CdS-b1-010x,négatif
CdS-b1-010z,positif
CdS-b1-0114,négatif
CdS-b1-011h,négatif
CdS-b1-00yv,positif
CdS-b1-00z0,négatif
CdS-b1-00z7,positif
CdS-b1-00zl,négatif
CdS-b1-00zq,positif
CdS-b1-00zx,neutral
CdS-b1-0102,négatif
CdS-b1-018p,négatif
CdS-b1-018r,négatif
CdS-b1-018w,négatif
CdS-b1-018k,négatif
CdS-b1-01gv,neutral
CdS-b1-0304,négatif
CdS-b1-03q6,positif
CdS-b1-05om,positif
CdS-b1-06bi,neutral
CdS-b1-06ds,neutral
CdS-b1-06dt,neutral
CdS-b1-08jq,neutral
CdS-b1-08ju,neutral
CdS-b1-000t,positif
CdS-b1-0017,neutral
CdS-b1-001c,positif
CdS-b1-0005,négatif
CdS-b1-001q,positif
CdS-b1-0029,positif
CdS-b1-0027,positif
CdS-b1-002e,positif
CdS-b1-001j,neutral
CdS-b1-001e,positif
CdS-b1-001v,positif
CdS-b1-003c,positif
CdS-b1-002q,positif
CdS-b1-002t,négatif
CdS-b1-003o,positif
CdS-b1-0052,neutral
CdS-b1-004v,positif
CdS-b1-005e,positif
CdS-b1-004o,positif
CdS-b1-0045,neutral
CdS-b1-006o,négatif
CdS-b1-006t,négatif
CdS-b1-0065,négatif
CdS-b1-005y,neutral
CdS-b1-007v,positif
CdS-b1-0080,positif
CdS-b1-008f,négatif
CdS-b1-0087,positif
CdS-b1-007h,négatif
CdS-b1-007j,positif
CdS-b1-0070,négatif
CdS-b1-007o,négatif
CdS-b1-0082,neutral
CdS-b1-007c,neutral
CdS-b1-008k,positif
CdS-b1-008m,négatif
CdS-b1-009t,négatif
CdS-b1-008r,négatif
CdS-b1-009a,négatif
CdS-b1-009h,positif
CdS-b1-008y,négatif
CdS-b1-009y,neutral
CdS-b1-00a0,négatif
CdS-b1-0093,négatif
CdS-b1-009m,positif
CdS-b1-00e6,positif
CdS-b1-00e8,positif
CdS-b1-00ex,positif
CdS-b1-00em,neutral
CdS-b1-00eo,neutral
CdS-b1-00f1,positif
CdS-b1-00ds,neutral
CdS-b1-00eh,positif
CdS-b1-00er,positif
CdS-b1-00dh,positif
CdS-b1-00dl,positif
CdS-b1-00gd,positif
CdS-b1-00gf,positif
CdS-b1-00ft,positif
CdS-b1-00fw,positif
CdS-b1-00f8,neutral
CdS-b1-00fb,neutral
CdS-b1-00g1,positif
CdS-b1-00fi,neutral
CdS-b1-00g8,positif
CdS-b1-00fd,positif
CdS-b1-00gk,positif
CdS-b1-00fo,négatif
CdS-b1-00he,positif
CdS-b1-00h7,positif
CdS-b1-00h9,neutral
CdS-b1-00hw,négatif
CdS-b1-00hk,neutral
CdS-b1-00hr,négatif
CdS-b1-00gr,positif
CdS-b1-00hp,positif
CdS-b1-00j1,positif
CdS-b1-00j3,positif
CdS-b1-00ip,positif
CdS-b1-00jo,neutral
CdS-b1-00ij,négatif
CdS-b1-00ji,neutral
CdS-b1-00jk,négatif
CdS-b1-00i3,positif
CdS-b1-00ie,positif
CdS-b1-00jd,négatif
CdS-b1-00kl,neutral
CdS-b1-00l3,positif
CdS-b1-00kx,positif
CdS-b1-00l1,neutral
CdS-b1-00jv,neutral
CdS-b1-00k2,neutral
CdS-b1-00ka,négatif
CdS-b1-00l8,neutral
CdS-b1-00lf,neutral
CdS-b1-00kq,neutral
CdS-b1-00lq,positif
CdS-b1-00lv,négatif
CdS-b1-00m8,neutral
CdS-b1-00lj,positif
CdS-b1-00mk,neutral
CdS-b1-00md,neutral
CdS-b1-00mf,positif
CdS-b1-00mr,neutral
CdS-b1-00lx,positif
CdS-b1-00mw,positif
CdS-b1-00m2,neutral
CdS-b1-00ns,positif
CdS-b1-00nu,positif
CdS-b1-00n8,positif
CdS-b1-00na,positif
CdS-b1-00nf,positif
CdS-b1-00nn,positif
CdS-b1-00ob,positif
CdS-b1-00od,positif
CdS-b1-00oi,positif
CdS-b1-00o6,neutral
CdS-b1-00n3,positif
CdS-b1-00pp,neutral
CdS-b1-00pr,neutral
CdS-b1-00pw,neutral
CdS-b1-00p1,neutral
CdS-b1-00q8,négatif
CdS-b1-00ou,neutral
CdS-b1-00rl,neutral
CdS-b1-00r4,positif
CdS-b1-00qm,positif
CdS-b1-00qr,neutral
CdS-b1-00rx,positif
CdS-b1-00rz,positif
CdS-b1-00sz,positif
CdS-b1-00s4,positif
CdS-b1-00sb,neutral
CdS-b1-00sg,positif
CdS-b1-00si,neutral
CdS-b1-00t7,neutral
CdS-b1-00sn,négatif
CdS-b1-00tq,positif
CdS-b1-00tv,positif
CdS-b1-00us,positif
CdS-b1-00ux,neutral
CdS-b1-00ue,positif
CdS-b1-00ug,négatif
CdS-b1-00ul,neutral
CdS-b1-00tx,négatif
CdS-b1-00te,positif
CdS-b1-00u9,neutral
CdS-b1-00wb,négatif
CdS-b1-00wd,positif
CdS-b1-00vu,positif
CdS-b1-00vz,positif
CdS-b1-00vr,positif
CdS-b1-00wi,positif
CdS-b1-00vb,positif
CdS-b1-00vf,positif
CdS-b1-00ze,neutral
CdS-b1-00zj,positif
CdS-b1-00xm,positif
CdS-b1-00z2,positif
CdS-b1-010s,neutral
CdS-b1-011j,négatif
CdS-b1-016g,neutral
CdS-b1-018d,positif
CdS-b1-019s,positif
CdS-b1-019u,positif
CdS-b1-0198,positif
CdS-b1-019b,négatif
CdS-b1-019g,neutral
CdS-b1-019n,positif
CdS-b1-019z,positif
CdS-b1-0193,positif
CdS-b1-01ai,neutral
CdS-b1-01ab,positif
CdS-b1-01a6,positif
CdS-b1-01b6,neutral
CdS-b1-01b8,positif
CdS-b1-01an,positif
CdS-b1-01ap,positif
CdS-b1-01au,neutral
CdS-b1-01bd,positif
CdS-b1-01b1,positif
CdS-b1-01bw,positif
CdS-b1-01bk,positif
CdS-b1-01cj,neutral
CdS-b1-01cl,positif
CdS-b1-01di,positif
CdS-b1-01dd,positif
CdS-b1-01d6,positif
CdS-b1-01cz,négatif
CdS-b1-01cq,négatif
CdS-b1-01ew,positif
CdS-b1-01ec,positif
CdS-b1-01ee,positif
CdS-b1-01dt,positif
CdS-b1-01dv,positif
CdS-b1-01dp,positif
CdS-b1-01e7,positif
CdS-b1-01f3,positif
CdS-b1-01e0,positif
CdS-b1-01ey,positif
CdS-b1-01ej,positif
CdS-b1-01ga,positif
CdS-b1-01gc,positif
CdS-b1-01fr,positif
CdS-b1-01ft,positif
CdS-b1-01fm,positif
CdS-b1-01fa,positif
CdS-b1-01ff,positif
CdS-b1-01fy,positif
CdS-b1-01gp,neutral
CdS-b1-01g5,neutral
CdS-b1-01hp,positif
CdS-b1-01h2,neutral
CdS-b1-01hu,négatif
CdS-b1-01hw,neutral
CdS-b1-01id,neutral
CdS-b1-01i8,neutral
CdS-b1-01hd,positif
CdS-b1-01if,neutral
CdS-b1-01ik,neutral
CdS-b1-01j3,positif
CdS-b1-01iw,positif
CdS-b1-01ir,négatif
CdS-b1-01mn,positif
CdS-b1-01mv,neutral
CdS-b1-01nq,positif
CdS-b1-01qf,neutral
CdS-b1-01p2,neutral
CdS-b1-01q9,positif
CdS-b1-01qt,neutral
CdS-b1-01qy,neutral
CdS-b1-01s0,positif
CdS-b1-01ro,positif
CdS-b1-01rm,positif
CdS-b1-01qm,négatif
CdS-b1-01r5,neutral
CdS-b1-01ra,négatif
CdS-b1-01qr,neutral
CdS-b1-01sp,neutral
CdS-b1-01sr,positif
CdS-b1-01s8,positif
CdS-b1-01tk,positif
CdS-b1-01tm,neutral
CdS-b1-01sk,positif
CdS-b1-01sw,négatif
CdS-b1-01t8,négatif
CdS-b1-01tf,négatif
CdS-b1-01sd,neutral
CdS-b1-01t3,négatif
CdS-b1-01uy,positif
CdS-b1-01um,négatif
CdS-b1-01u3,neutral
CdS-b1-01u5,positif
CdS-b1-01tr,positif
CdS-b1-01ua,neutral
CdS-b1-01uh,négatif
CdS-b1-01vd,négatif
CdS-b1-01vi,positif
CdS-b1-02i9,neutral
CdS-b1-02in,positif
CdS-b1-02m4,positif
CdS-b1-02pi,positif
CdS-b1-02vn,neutral
CdS-b1-02wi,neutral
CdS-b1-02wn,positif
CdS-b1-02wp,positif
CdS-b1-02vz,neutral
CdS-b1-02wu,négatif
CdS-b1-02vs,positif
CdS-b1-02w4,neutral
CdS-b1-02w6,positif
CdS-b1-02wb,neutral
CdS-b1-02xg,positif
CdS-b1-02xi,positif
CdS-b1-02xn,positif
CdS-b1-02y0,positif
CdS-b1-02y2,positif
CdS-b1-02xv,positif
CdS-b1-02x4,positif
CdS-b1-02y7,positif
CdS-b1-02xb,positif
CdS-b1-02zx,positif
CdS-b1-02yl,positif
CdS-b1-02zg,positif
CdS-b1-02z9,positif
CdS-b1-02zs,positif
CdS-b1-02yq,positif
CdS-b1-02zl,positif
CdS-b1-0318,positif
CdS-b1-0313,positif
CdS-b1-031f,positif
CdS-b1-030b,positif
CdS-b1-030r,négatif
CdS-b1-030y,positif
CdS-b1-030t,neutral
CdS-b1-031m,neutral
CdS-b1-032h,positif
CdS-b1-032a,positif
CdS-b1-0323,neutral
CdS-b1-031y,négatif
CdS-b1-033i,positif
CdS-b1-0343,positif
CdS-b1-033d,positif
CdS-b1-0365,positif
CdS-b1-03ch,positif
CdS-b1-03f3,positif
CdS-b1-03gt,positif
CdS-b1-03gv,neutral
CdS-b1-03gh,neutral
CdS-b1-03h0,négatif
CdS-b1-03go,positif
CdS-b1-03hd,neutral
CdS-b1-03hf,neutral
CdS-b1-03h8,positif
CdS-b1-03ir,positif
CdS-b1-03it,neutral
CdS-b1-03hk,positif
CdS-b1-03im,positif
CdS-b1-03hy,positif
CdS-b1-03if,positif
CdS-b1-03iy,positif
CdS-b1-03ia,positif
CdS-b1-03kd,positif
CdS-b1-03ja,neutral
CdS-b1-03jc,positif
CdS-b1-03jw,positif
CdS-b1-03jh,négatif
CdS-b1-03jo,positif
CdS-b1-03jt,neutral
CdS-b1-03j5,positif
CdS-b1-03l8,positif
CdS-b1-03la,positif
CdS-b1-03kp,négatif
CdS-b1-03kr,positif
CdS-b1-03lm,positif
CdS-b1-03lr,positif
CdS-b1-03kk,positif
CdS-b1-03lf,neutral
CdS-b1-03kw,négatif
CdS-b1-03qi,positif
CdS-b1-03r1,neutral
CdS-b1-03t9,neutral
CdS-b1-03u4,négatif
CdS-b1-03un,positif
CdS-b1-03ui,positif
CdS-b1-043b,positif
CdS-b1-042l,positif
CdS-b1-0461,positif
CdS-b1-0481,positif
CdS-b1-047g,négatif
CdS-b1-04li,positif
CdS-b1-04lk,neutral
CdS-b1-04og,positif
CdS-b1-04u6,positif
CdS-b1-04vz,positif
CdS-b1-04vs,positif
CdS-b1-04xd,positif
CdS-b1-053l,positif
CdS-b1-0539,positif
CdS-b1-054m,positif
CdS-b1-053z,neutral
CdS-b1-055g,positif
CdS-b1-056d,positif
CdS-b1-056u,positif
CdS-b1-057k,positif
CdS-b1-057p,positif
CdS-b1-057r,positif
CdS-b1-059g,positif
CdS-b1-059l,positif
CdS-b1-05au,positif
CdS-b1-05cv,neutral
CdS-b1-05en,positif
CdS-b1-05g0,neutral
CdS-b1-05ia,positif
CdS-b1-05hf,neutral
CdS-b1-05j5,positif
CdS-b1-05jc,positif
CdS-b1-05kk,positif
CdS-b1-05o3,négatif
CdS-b1-05pi,neutral
CdS-b1-05pb,positif
CdS-b1-05pn,positif
CdS-b1-05q0,positif
CdS-b1-05ry,positif
CdS-b1-05s5,positif
CdS-b1-060s,positif
CdS-b1-062t,neutral
CdS-b1-06a5,neutral
CdS-b1-06az,positif
CdS-b1-06b1,négatif
CdS-b1-06bu,neutral
CdS-b1-06bw,neutral
CdS-b1-06c1,positif
CdS-b1-06au,positif
CdS-b1-06ah,neutral
CdS-b1-06bp,neutral
CdS-b1-06bd,positif
CdS-b1-06b6,négatif
CdS-b1-06d8,négatif
CdS-b1-06df,positif
CdS-b1-06cw,positif
CdS-b1-06d3,neutral
CdS-b1-06cr,positif
CdS-b1-06cf,négatif
CdS-b1-06c8,positif
CdS-b1-080a,positif
CdS-b1-081q,positif
CdS-b1-082s,neutral
CdS-b1-082e,positif
CdS-b1-081v,positif
CdS-b1-0834,positif
CdS-b1-08dg,neutral
CdS-b1-08dt,positif
CdS-b1-08et,neutral
CdS-b1-08ev,neutral
CdS-b1-08f8,neutral
CdS-b1-08fy,positif
CdS-b1-08f0,positif
CdS-b1-08hw,neutral
CdS-b1-08hj,positif
CdS-b1-08jf,neutral
CdS-b1-005m,négatif
CdS-b1-005r,positif
CdS-b1-0057,positif
CdS-b1-005j,positif
CdS-b1-003a,positif
CdS-b1-004q,négatif
CdS-b1-002y,positif
CdS-b1-006a,négatif
CdS-b1-0035,positif
CdS-b1-0063,neutral
CdS-b1-006m,positif
CdS-b1-0075,négatif
CdS-b1-00w6,positif
CdS-b1-03hr,positif
CdS-b1-03hw,négatif
CdS-b1-03k8,négatif
CdS-b1-03ly,positif
CdS-b1-01fl,neutral
CdS-b1-020t,positif
CdS-b1-021a,négatif
CdS-b1-0220,positif
CdS-b1-022j,positif
CdS-b1-029b,positif
CdS-b1-02er,négatif
CdS-b1-03ai,neutral
CdS-b1-041u,négatif
CdS-b1-04ar,neutral
CdS-b1-04uh,positif
CdS-b1-06i5,positif
CdS-b1-06ic,positif
CdS-b1-06ih,positif
CdS-b1-06ex,positif
CdS-b1-06f2,négatif
CdS-b1-06g4,négatif
CdS-b1-06gb,positif
CdS-b1-06gn,neutral
CdS-b1-06gz,positif
CdS-b1-06j6,négatif
CdS-b1-06jc,positif
CdS-b1-06kp,négatif
CdS-b1-06l6,positif
CdS-b1-06l8,positif
CdS-b1-06lk,neutral
CdS-b1-06lw,positif
CdS-b1-06n3,neutral
CdS-b1-06nh,positif
CdS-b1-06nm,négatif
CdS-b1-06ny,positif
CdS-b1-06o0,neutral
CdS-b1-06ob,négatif
CdS-b1-06s8,positif
CdS-b1-06sk,négatif
CdS-b1-06sp,négatif
CdS-b1-06sr,positif
CdS-b1-06sw,positif
CdS-b1-06t2,négatif
CdS-b1-06t9,négatif
CdS-b1-06x4,positif
CdS-b1-06x6,positif
CdS-b1-06xb,positif
CdS-b1-06xj,positif
CdS-b1-0731,négatif
CdS-b1-077e,positif
CdS-b1-07fy,négatif
CdS-b1-07g7,neutral
CdS-b1-07oz,négatif
CdS-b1-07pb,neutral
CdS-b1-07pg,positif
CdS-b1-07pi,neutral
CdS-b1-07pn,neutral
CdS-b1-07gc,neutral
CdS-b1-07iv,positif
CdS-b1-0044,positif
CdS-b1-003z,positif
CdS-b1-003s,neutral
CdS-b1-007g,négatif
CdS-b1-00fc,positif
CdS-b1-00f7,positif
CdS-b1-00n9,neutral
CdS-b1-00p5,positif
CdS-b1-00p7,neutral
CdS-b1-00pv,neutral
CdS-b1-00pc,négatif
CdS-b1-00qj,positif
CdS-b1-00r2,positif
CdS-b1-00qq,positif
CdS-b1-00sa,positif
CdS-b1-00ur,positif
CdS-b1-00wa,positif
CdS-b1-00ve,positif
CdS-b1-012q,positif
CdS-b1-0185,positif
CdS-b1-0187,négatif
CdS-b1-015x,positif
CdS-b1-019a,positif
CdS-b1-019m,positif
CdS-b1-019y,neutral
CdS-b1-01fx,positif
CdS-b1-01gj,négatif
CdS-b1-01ho,neutral
CdS-b1-01p6,positif
CdS-b1-01pw,positif
CdS-b1-01s4,négatif
CdS-b1-01rz,positif
CdS-b1-01so,positif
CdS-b1-01v0,négatif
CdS-b1-01vv,négatif
CdS-b1-01wv,positif
CdS-b1-01wx,neutral
CdS-b1-01w0,neutral
CdS-b1-01wq,neutral
CdS-b1-01wc,neutral
CdS-b1-01we,neutral
CdS-b1-01w7,positif
CdS-b1-01wj,neutral
CdS-b1-01vo,neutral
CdS-b1-01xy,positif
CdS-b1-01x9,neutral
CdS-b1-01xq,négatif
CdS-b1-01xt,positif
CdS-b1-01yc,positif
CdS-b1-01y5,positif
CdS-b1-01x2,négatif
CdS-b1-01ya,neutral
CdS-b1-01xe,positif
CdS-b1-01xl,neutral
CdS-b1-01zc,neutral
CdS-b1-01yt,négatif
CdS-b1-01zo,positif
CdS-b1-01zq,positif
CdS-b1-01yo,négatif
CdS-b1-01z7,positif
CdS-b1-01yv,négatif
CdS-b1-01zj,positif
CdS-b1-01z0,positif
CdS-b1-01yh,positif
CdS-b1-0207,neutral
CdS-b1-0209,positif
CdS-b1-0202,négatif
CdS-b1-020e,neutral
CdS-b1-020y,positif
CdS-b1-01zv,neutral
CdS-b1-020m,positif
CdS-b1-020r,positif
CdS-b1-021h,neutral
CdS-b1-0215,positif
CdS-b1-0225,positif
CdS-b1-0227,positif
CdS-b1-021m,positif
CdS-b1-021o,positif
CdS-b1-021t,positif
CdS-b1-0230,positif
CdS-b1-022c,positif
CdS-b1-022v,positif
CdS-b1-0232,neutral
CdS-b1-0237,positif
CdS-b1-022o,négatif
CdS-b1-0245,positif
CdS-b1-023r,positif
CdS-b1-024a,négatif
CdS-b1-023y,neutral
CdS-b1-023k,positif
CdS-b1-023f,neutral
CdS-b1-0243,négatif
CdS-b1-023m,neutral
CdS-b1-0250,positif
CdS-b1-0255,positif
CdS-b1-025h,neutral
CdS-b1-025j,positif
CdS-b1-025c,positif
CdS-b1-024t,positif
CdS-b1-0260,positif
CdS-b1-025o,neutral
CdS-b1-025v,neutral
CdS-b1-024y,négatif
CdS-b1-024m,positif
CdS-b1-0263,positif
CdS-b1-026w,positif
CdS-b1-026y,positif
CdS-b1-0273,positif
CdS-b1-026k,positif
CdS-b1-027t,négatif
CdS-b1-027y,négatif
CdS-b1-026f,positif
CdS-b1-026r,positif
CdS-b1-0268,positif
CdS-b1-029n,positif
CdS-b1-029p,positif
CdS-b1-029u,négatif
CdS-b1-0285,positif
CdS-b1-028a,négatif
CdS-b1-028t,positif
CdS-b1-028z,neutral
CdS-b1-028h,négatif
CdS-b1-029i,positif
CdS-b1-02ai,neutral
CdS-b1-02ak,négatif
CdS-b1-02aw,positif
CdS-b1-02ap,positif
CdS-b1-02b8,négatif
CdS-b1-02b3,positif
CdS-b1-02a6,neutral
CdS-b1-02a1,positif
CdS-b1-02b1,négatif
CdS-b1-02ad,neutral
CdS-b1-02bk,positif
CdS-b1-02bn,négatif
CdS-b1-02bf,positif
CdS-b1-02bz,neutral
CdS-b1-02cn,neutral
CdS-b1-02bs,positif
CdS-b1-02cb,positif
CdS-b1-02cg,positif
CdS-b1-02ci,neutral
CdS-b1-02c4,positif
